Date,Temperature
2023-01-01,20.993428306022466
2023-01-02,19.896077806711514
2023-01-03,21.640538465898466
2023-01-04,23.563673241658144
2023-01-05,20.22160469459658
2023-01-06,20.39372988490783
2023-01-07,24.192264948898483
2023-01-08,22.740236260859046
2023-01-09,20.43758637400178
2023-01-10,22.632413435074742
2023-01-11,20.790755145287832
2023-01-12,20.955916447388653
2023-01-13,22.540523573991436
2023-01-14,18.398648850247547
2023-01-15,18.943320977849513
2023-01-16,21.435815842093525
2023-01-17,20.70120004422609
2023-01-18,23.521015860556226
2023-01-19,21.241270122555104
2023-01-20,20.396597015314324
2023-01-21,26.315428336179814
2023-01-22,23.094496269452286
2023-01-23,23.841966799826523
2023-01-24,21.017171056987277
2023-01-25,22.93650693834931
2023-01-26,24.404523187175382
2023-01-27,22.036850236330974
2023-01-28,25.245100046362957
2023-01-29,23.445954340600075
2023-01-30,24.21598728001131
2023-01-31,23.746674631377022
2023-02-01,28.803882412919233
2023-02-02,25.220050428514213
2023-02-03,23.27777848708019
2023-02-04,27.18283872181171
2023-02-05,23.238960167369513
2023-02-06,26.23958066721722
2023-02-07,22.0419846069327
2023-02-08,23.442647946203866
2023-02-09,26.62862049032558
2023-02-10,27.845851453339712
2023-02-11,26.843777499067382
2023-02-12,26.39993001763147
2023-02-13,26.157229050268963
2023-02-14,23.928588332697917
2023-02-15,25.570088181272077
2023-02-16,26.210554764386387
2023-02-17,29.366007523871595
2023-02-18,28.05676973898029
2023-02-19,23.959027170985543
2023-02-20,28.24661954023538
2023-02-21,26.939367187117163
2023-02-22,26.464470824068382
2023-02-23,29.148120997192642
2023-02-24,30.09085985938073
2023-02-25,29.99312123301772
2023-02-26,26.55140361249129
2023-02-27,27.708239475169634
2023-02-28,29.083535712035243
2023-03-01,30.46393467008823
2023-03-02,27.643795088444424
2023-03-03,28.31756173392243
2023-03-04,26.560356993982364
2023-03-05,26.462147008370756
2023-03-06,30.558506982644026
2023-03-07,31.72216873616584
2023-03-08,28.939217323006872
2023-03-09,31.161145881037708
2023-03-10,29.945467178713372
2023-03-11,27.997322892042774
2023-03-12,30.072953637870974
2023-03-13,32.4860496865557
2023-03-14,29.395334881608157
2023-03-15,32.65046397073515
2023-03-16,24.333039297356667
2023-03-17,31.26483520718645
2023-03-18,29.840758423408538
2023-03-19,29.111403473328785
2023-03-20,29.93280067488924
2023-03-21,25.811097423757765
2023-03-22,29.380931780859278
2023-03-23,30.565615033192234
2023-03-24,32.83535707277049
2023-03-25,28.86826400332834
2023-03-26,28.310101535194164
2023-03-27,28.942901159782856
2023-03-28,31.793582434824412
2023-03-29,30.633674942331844
2023-03-30,28.927074419270486
2023-03-31,31.020576271737415
2023-04-01,30.192665339104572
2023-04-02,31.937289981065778
2023-04-03,28.594404052653786
2023-04-04,29.338717112315166
2023-04-05,29.202378520540247
2023-04-06,27.049142826748238
2023-04-07,30.555018753549415
2023-04-08,30.46852579131171
2023-04-09,29.93731565426546
2023-04-10,29.43563017312534
2023-04-11,27.048827499186636
2023-04-12,29.01009924463802
2023-04-13,29.134846523480768
2023-04-14,28.181680714516315
2023-04-15,29.42670769848622
2023-04-16,30.5175198878896
2023-04-17,33.43903608935326
2023-04-18,29.970185824099683
2023-04-19,30.08763028698169
2023-04-20,29.372284827574806
2023-04-21,25.629444529229975
2023-04-22,29.35694880272533
2023-04-23,29.4706228467362
2023-04-24,34.21404662622359
2023-04-25,28.837473199055857
2023-04-26,29.75717476992089
2023-04-27,29.013814026757053
2023-04-28,26.67233260378513
2023-04-29,31.219100966885676
2023-04-30,30.358426321905647
2023-05-01,30.355090836080514
2023-05-02,26.870104777660586
2023-05-03,31.407732186007202
2023-05-04,25.70914229025895
2023-05-05,29.59472303682866
2023-05-06,32.70757547849202
2023-05-07,26.248766008675187
2023-05-08,26.99796553557978
2023-05-09,28.228163544564108
2023-05-10,26.917817111278506
2023-05-11,24.716987962548036
2023-05-12,27.846657697561852
2023-05-13,25.473844173993577
2023-05-14,28.432292342981373
2023-05-15,25.53068469137576
2023-05-16,30.351631881468847
2023-05-17,25.56532572163349
2023-05-18,26.365653565650145
2023-05-19,28.512666748172112
2023-05-20,24.297707808579634
2023-05-21,27.08614645161621
2023-05-22,29.1153264452523
2023-05-23,23.15395182422644
2023-05-24,26.604165735651947
2023-05-25,26.618785632497577
2023-05-26,27.524970598246874
2023-05-27,23.347952055451547
2023-05-28,23.039734241143005
2023-05-29,26.581632028839127
2023-05-30,25.987169691458366
2023-05-31,25.748030578681835
2023-06-01,25.792222462895307
2023-06-02,23.590038412678833
2023-06-03,25.263882173919868
2023-06-04,25.23337666703505
2023-06-05,23.06500117361888
2023-06-06,28.070386413465094
2023-06-07,25.13034384957923
2023-06-08,21.642665392994378
2023-06-09,25.179774646681853
2023-06-10,21.757547049996035
2023-06-11,25.120218077910263
2023-06-12,25.701321956351514
2023-06-13,21.579839781281486
2023-06-14,24.984070532086175
2023-06-15,23.718083049238675
2023-06-16,24.370982604883917
2023-06-17,26.353976865883368
2023-06-18,21.902380410869842
2023-06-19,20.717737010848165
2023-06-20,20.277570171608325
2023-06-21,20.25575538459829
2023-06-22,21.563387112084555
2023-06-23,22.2295972975361
2023-06-24,21.929916744531724
2023-06-25,22.859733300625276
2023-06-26,21.05984310163952
2023-06-27,23.769071953120825
2023-06-28,20.16059777756734
2023-06-29,25.957951862021332
2023-06-30,21.596496085227095
2023-07-01,18.458291296221322
2023-07-02,17.858215003877774
2023-07-03,20.79233842143249
2023-07-04,19.20791303965122
2023-07-05,20.910387459342093
2023-07-06,20.25656380510384
2023-07-07,18.992338375880063
2023-07-08,17.27257324597949
2023-07-09,15.764938748075043
2023-07-10,17.730434949994276
2023-07-11,20.165504240744134
2023-07-12,18.710596957347654
2023-07-13,15.621146488046858
2023-07-14,18.289762820843002
2023-07-15,18.54542541989453
2023-07-16,15.83912848472216
2023-07-17,17.747059311315585
2023-07-18,17.389555151997065
2023-07-19,14.82153820897308
2023-07-20,17.65825644709904
2023-07-21,17.90036463475156
2023-07-22,18.78197168801385
2023-07-23,18.56155523364445
2023-07-24,13.537750873635144
2023-07-25,14.257682490755569
2023-07-26,17.004798147017645
2023-07-27,16.84489389406877
2023-07-28,16.691257981436515
2023-07-29,23.21175897163783
2023-07-30,16.49454930094865
2023-07-31,17.471756500763334
2023-08-01,16.95791567115059
2023-08-02,16.20345645871024
2023-08-03,14.122416632729227
2023-08-04,16.124738095994545
2023-08-05,12.916600673319527
2023-08-06,13.845715319208427
2023-08-07,13.20741942713409
2023-08-08,14.202423424080393
2023-08-09,18.53029708934629
2023-08-10,10.03057159622917
2023-08-11,15.003602087400136
2023-08-12,10.273527320933255
2023-08-13,12.424909686013184
2023-08-14,15.41846475248719
2023-08-15,13.242927724758157
2023-08-16,10.834733846079896
2023-08-17,11.437560275174102
2023-08-18,14.107432426435587
2023-08-19,11.16973357672236
2023-08-20,12.947809697452941
2023-08-21,12.492692078361843
2023-08-22,10.98726755683857
2023-08-23,16.469573353970354
2023-08-24,13.34306962512512
2023-08-25,7.9208540122959645
2023-08-26,12.24234763475353
2023-08-27,10.446588411526662
2023-08-28,13.378202442720387
2023-08-29,9.993949673906485
2023-08-30,11.25768270122269
2023-08-31,12.407830993825907
2023-09-01,13.042630701090179
2023-09-02,8.82638024389403
2023-09-03,10.476437271786008
2023-09-04,10.116654039822455
2023-09-05,9.683652855828386
2023-09-06,14.447670914394656
2023-09-07,11.65588333666825
2023-09-08,8.256036962711805
2023-09-09,12.54816149285653
2023-09-10,14.894149967171119
2023-09-11,12.654953967478532
2023-09-12,7.494273108263914
2023-09-13,9.510355195160356
2023-09-14,12.961292792837089
2023-09-15,8.963630870326435
2023-09-16,11.220974569360262
2023-09-17,11.839849932598153
2023-09-18,8.396859935025597
2023-09-19,10.094714034916848
2023-09-20,3.697189763327553
2023-09-21,8.099834827162683
2023-09-22,9.615294713926215
2023-09-23,7.59962919619467
2023-09-24,13.33773386688273
2023-09-25,7.193301997126808
2023-09-26,9.157132827185768
2023-09-27,10.285308431559708
2023-09-28,12.89595175132767
2023-09-29,7.134234292130418
2023-09-30,12.327817263901425
2023-10-01,10.020466122039174
2023-10-02,8.038472457495605
2023-10-03,10.930165543015836
2023-10-04,10.411524564342379
2023-10-05,8.823393522669933
2023-10-06,10.176825970559772
2023-10-07,9.282957559324553
2023-10-08,10.299945949521955
2023-10-09,11.419456909166462
2023-10-10,13.29246464900324
2023-10-11,7.672979112177562
2023-10-12,14.445791192778227
2023-10-13,6.309589147995444
2023-10-14,9.947150688110597
2023-10-15,11.46721623870863
2023-10-16,10.895319448537867
2023-10-17,9.133570761922808
2023-10-18,10.011225993749292
2023-10-19,9.492821471575192
2023-10-20,9.354283526283517
2023-10-21,12.289227640418286
2023-10-22,11.363868545075947
2023-10-23,9.326618408225666
2023-10-24,12.577004622248397
2023-10-25,11.460518956499552
2023-10-26,12.54248667151038
2023-10-27,12.249569004823032
2023-10-28,9.408554640300224
2023-10-29,10.02507766307396
2023-10-30,12.721560268252103
2023-10-31,12.531860843616863
2023-11-01,11.356053247936694
2023-11-02,11.72181035077405
2023-11-03,14.134320942348733
2023-11-04,10.490192995456276
2023-11-05,12.86435610340351
2023-11-06,11.465053700346886
2023-11-07,11.53577677915673
2023-11-08,14.272785284463476
2023-11-09,13.83251787329576
2023-11-10,13.917487524051479
2023-11-11,15.012506012862866
2023-11-12,12.556900201554507
2023-11-13,13.99437278274656
2023-11-14,12.12770341537932
2023-11-15,13.516500398670917
2023-11-16,12.729937293203138
2023-11-17,13.308359616552664
2023-11-18,14.43087760942628
2023-11-19,11.7323320511251
2023-11-20,17.683733614683472
2023-11-21,11.619046943651705
2023-11-22,11.3367247558372
2023-11-23,16.217201702999404
2023-11-24,15.622000533233614
2023-11-25,15.426386156896603
